,travel_t_avg,travel_t_std,travel_d_avg,travel_d_std,travel_td_avg,travel_td_std,throughput_avg,throughput_std,comput_t_avg,comput_t_std,exp_nodes,deadlocks
161,7.821428571428571,3.9915408001401755,16.464285714285715,8.334447204469031,0.38940357142857146,0.18163322769122012,0.3125,0.5146297212559725,943367.5,1717436.3364310625,943.0,0.0
162,8.12,3.2535519052260407,17.16,6.709277159277294,0.43349760000000004,0.12808121867877428,0.2375,0.45397549493337197,583368.75,816750.4241801393,697.0,0.0
163,8.066666666666666,3.7142368739157643,17.0,7.720103626247513,0.4099860000000001,0.1609395773906054,0.275,0.5471517157059823,954061.25,1389377.9911793037,1038.0,0.0
164,7.4,3.237282811247729,15.72,6.660450435218326,0.43055839999999995,0.12729709353099936,0.225,0.49937460888595453,965907.5,1699146.4899895329,976.0,0.0
165,8.884615384615385,3.2264164817347227,18.692307692307693,6.6666173568196125,0.43750884615384616,0.12647246034450232,0.2125,0.4385701198212208,1249387.5,3173891.184389243,1286.0,2.0
166,7.6521739130434785,3.265214496611928,16.217391304347824,6.737026319489155,0.4288486956521739,0.13258261694388893,0.2625,0.4675401052316261,664216.25,1222106.8591211399,711.0,0.0
167,8.727272727272727,3.4002916744118266,18.363636363636363,7.035917298505218,0.43084636363636375,0.1363846774433342,0.1875,0.4211220131980754,446170.0,619820.2462004609,549.0,0.0
168,7.65,3.6506848672543626,16.15,7.617578355356774,0.40163000000000004,0.1688092751302487,0.1875,0.4211220131980754,627665.0,1026448.9645252705,668.0,0.0
169,8.772727272727273,3.423605465027372,18.454545454545453,7.082162437659026,0.4309518181818182,0.13641827165797388,0.1875,0.4498263553861645,645252.5,1185244.6779014661,655.0,0.0
170,8.083333333333334,3.6045881256470285,17.041666666666668,7.491546161433492,0.413805,0.15653548428923925,0.2125,0.4090767042988393,1189296.25,3377196.3088649344,1142.0,1.0
171,7.76,3.5358733008975305,16.4,7.337574531137657,0.4149324,0.15336813925401846,0.2125,0.5170529469986609,1348748.75,2480276.4374154825,1388.0,1.0
172,7.518518518518518,3.634916784114162,15.88888888888889,7.578396846657748,0.40185407407407403,0.16770622361426388,0.25,0.48733971724044817,703335.0,1190182.4971511723,813.0,0.0
173,8.392857142857142,3.1773673481840468,17.714285714285715,6.545757311076406,0.4384257142857143,0.12178737277463103,0.25,0.51234753829798,2575976.25,4664545.009624297,1996.0,1.0
174,7.136363636363637,3.1231606156912517,15.181818181818182,6.457105766210822,0.4253168181818182,0.13473357509566,0.1875,0.4211220131980754,1166517.5,2180275.103500416,890.0,0.0
175,7.884615384615385,3.640867638319651,16.653846153846153,7.534241361902888,0.4169223076923077,0.15078934292856508,0.225,0.4175823272122517,1395978.75,2788897.8408456338,919.0,0.0
176,6.892857142857143,4.546107327894348,14.535714285714286,9.473580341655204,0.3539328571428571,0.2044905195297597,0.2375,0.4539754949333719,1210777.5,1876709.8870746512,970.0,0.0
177,7.222222222222222,3.5935470286213844,15.296296296296296,7.487346436017853,0.40065222222222224,0.16724080764935892,0.175,0.3799671038392666,1097573.75,2012934.9733500925,896.0,0.0
178,9.285714285714286,2.575393768188564,19.535714285714285,5.281248113150249,0.4571621428571429,0.08823111486954277,0.275,0.49937460888595453,1161108.75,1626378.4113171317,749.0,0.0
179,8.541666666666666,3.3538431521001226,18.0,6.922186552431729,0.4334925,0.13089090518602378,0.2,0.4301162633521314,2476480.0,7645479.73928713,1227.0,1.0
180,7.482758620689655,3.9620674649617516,15.793103448275861,8.251977026832263,0.39066862068965524,0.1784524112884139,0.2625,0.5644410952437818,1976985.0,3861811.9939705767,1362.0,1.0
181,6.695652173913044,3.59268317567193,14.217391304347826,7.512057101111464,0.3877365217391305,0.1780109794026809,0.275,0.44651427748729383,913948.75,2158696.5695179203,713.0,0.0
